NO,설치장소,전화번호,도로명주소,지번주소
200,"종로1,4가동주민센터",02-2148-5243,서울특별시 종로구 삼일대로30길 47,서울특별시 종로구 익선동 99 종로1.2.3.4가동 주민센터
201,종로119안전센터,02-747-7119,"서울특별시 종로구 돈화문로 30, 종로119안전센터 (묘동)",서울특별시 종로구 묘동 59-5 종로119안전센터
202,종로2가파출소,02-763-0112,서울특별시 종로구 종로17길 4 ,서울특별시 종로구 종로2가 39-3 종로지구대
203,종로3가역(1호선),02-6110-1301,"서울특별시 종로구 종로 지하 129, 1호선 종로3가역 (종로3가)",서울특별시 종로구 종로3가 10-5 1호선 종로3가역
204,종로3가역(3호선),02-6110-3291,"서울특별시 종로구 돈화문로 지하 30, 3호선 종로3가역 (묘동)",서울특별시 종로구 묘동 20-5 3호선 종로3가역
205,종로3가역(5호선),02-6311-5341,"서울특별시 종로구 돈화문로11길 지하 26, 5호선 종로3가역 (돈의동)",서울특별시 종로구 돈의동 39-1 5호선 종로3가역
206,종로3가치안센터,02-742-0112,서울특별시 종로구 돈화문로 28,서울특별시 종로구 묘동 59-5 종로3가치안센터
207,"종로5,6가동주민센터",02-2148-5273,서울특별시 종로구 종로35가길 19,서울특별시 종로구 효제동 173-2 종로5-6가동주민센터
208,종로5가역(1호선),02-6110-1291,"서울특별시 종로구 종로 지하 216, 1호선 종로5가역 (종로5가)",서울특별시 종로구 종로5가 82-1 1호선 종로5가역
209,종로5가파출소,02-2267-2287,서울특별시 종로구 동호로 407,서울특별시 종로구 종로5가 138-1 종로5가지구대
210,종로경찰서,02-3701-4321,서울특별시 종로구 율곡로 46 ,서울특별시 종로구 경운동 90-4 서울종로경찰서
211,종로경찰서,02-3701-4321,서울특별시 종로구 율곡로 46 ,서울특별시 종로구 경운동 90-4 서울종로경찰서
212,종로경찰서,02-3701-4321,서울특별시 종로구 율곡로 46 ,서울특별시 종로구 경운동 90-4 서울종로경찰서
213,종로광장전통시장,02-2269-8855,서울특별시 종로구 창경궁로 88 (예지동),서울특별시 종로구 예지동 2-1
214,종로구립박노수미술관,02-2148-4171,서울특별시 종로구 옥인1길 34 (옥인동),서울특별시 종로구 옥인동 168-2 박노수 가옥
215,종로구민회관,02-3672-2530,서울특별시 종로구 지봉로5길 7-5,"서울특별시 종로구 창신동 222-8 종로구구민회관, 보건소통합청"
216,종로구민회관,02-3672-2530,서울특별시 종로구 지봉로5길 7-5,"서울특별시 종로구 창신동 222-8 종로구구민회관, 보건소통합청"
217,종로구민회관,02-3672-2530,서울특별시 종로구 지봉로5길 7-5,"서울특별시 종로구 창신동 222-8 종로구구민회관, 보건소통합청"
218,종로구보건소,02-2148-3685,"서울특별시 종로구 자하문로19길 36, 종로구보건소, 청운효자동자치회관 (옥인동)","서울특별시 종로구 옥인동 45-30 종로구보건소, 청운효자동자치회관"
219,종로구보건소,02-2148-3685,"서울특별시 종로구 자하문로19길 36, 종로구보건소, 청운효자동자치회관 (옥인동)","서울특별시 종로구 옥인동 45-30 종로구보건소, 청운효자동자치회관"
220,종로구보건소,02-2148-3685,"서울특별시 종로구 자하문로19길 36, 종로구보건소, 청운효자동자치회관 (옥인동)","서울특별시 종로구 옥인동 45-30 종로구보건소, 청운효자동자치회관"
221,종로구보건소,02-2148-3685,"서울특별시 종로구 자하문로19길 36, 종로구보건소, 청운효자동자치회관 (옥인동)","서울특별시 종로구 옥인동 45-30 종로구보건소, 청운효자동자치회관"
222,종로구보건소,02-2148-3685,"서울특별시 종로구 자하문로19길 36, 종로구보건소, 청운효자동자치회관 (옥인동)","서울특별시 종로구 옥인동 45-30 종로구보건소, 청운효자동자치회관"
223,종로구육아종합지원센터,02-737-0890,서울특별시 종로구 성균관로1길 6-3 (명륜3가),서울특별시 종로구 명륜3가 147-1 명륜건강증진센터
224,종로구정신건강증진센터,02-745-0199,서울특별시 종로구 성균관로15길 10,서울특별시 종로구 명륜1가 5-14 명륜1가공영주차장
225,종로구청,02-2148-1306,서울특별시 종로구 삼봉로 43,서울특별시 종로구 수송동 146-2 종로구청
226,종로구청,02-2148-1306,서울특별시 종로구 삼봉로 43,서울특별시 종로구 수송동 146-2 종로구청
227,종로구치매지원센터,02-3675-9001,서울특별시 종로구 평창문화로 50,서울특별시 종로구 평창동 235-2 종로구치매안심센터
228,종로노인종합복지관,02-742-9500,서울특별시 종로구 율곡로19길 17-8,서울특별시 종로구 이화동 25-1 종로노인종합복지관
229,종로노인종합복지관,02-742-9500,서울특별시 종로구 율곡로19길 17-8,서울특별시 종로구 이화동 25-1 종로노인종합복지관
230,종로노인종합복지관,02-742-9500,서울특별시 종로구 율곡로19길 17-8,서울특별시 종로구 이화동 25-1 종로노인종합복지관
231,종로노인종합복지관무악센터,02-742-9904,서울특별시 종로구 통일로14길 30 (무악동),서울특별시 종로구 무악동 60-2 종로노인종합복지관무악센터
232,종로데이케어센터,02-741-4904,서울특별시 종로구 지봉로13길 82,서울특별시 종로구 창신동 23-344 종로종합사회복지관
233,종로데이케어센터,02-741-4904,서울특별시 종로구 지봉로13길 82,서울특별시 종로구 창신동 23-344 종로종합사회복지관
234,종로도서관,02-721-0704,서울특별시 종로구 사직로9길 15-14,서울특별시 종로구 사직동 1-28 종로도서관
235,종로문화체육센터,02-732-9393,서울특별시 종로구 인왕산로1길 21 ,서울특별시 종로구 사직동 284-1 종로문화체육센터
236,종로문화체육센터,02-732-9393,서울특별시 종로구 인왕산로1길 21 ,서울특별시 종로구 사직동 284-1 종로문화체육센터
237,종로산업정보학교,02-2237-9728,서울특별시 종로구 종로58길 28 (숭인동),서울특별시 종로구 숭인동 242-36
238,종로세무서,02-760-9200,"서울특별시 종로구 삼일대로30길 22, 종로세무서 (낙원동)",서울특별시 종로구 낙원동 58-8 종로세무서
239,종로센트레빌아파트,02-3672-1213,서울특별시 종로구 동망산길 47 (숭인동) 종로센트레빌아파트,서울특별시 종로구 숭인동 2-1 종로센트레빌 
240,종로소방서,02-730-0119,"서울특별시 종로구 종로1길 28, 종로소방서 (수송동)",서울특별시 종로구 수송동 146-2 종로소방서
241,종로소방서,02-730-0119,"서울특별시 종로구 종로1길 28, 종로소방서 (수송동)",서울특별시 종로구 수송동 146-2 종로소방서
242,종로시니어스타워,02-1877-5255,"서울특별시 종로구 홍지문길 29, 종로시니어스타워 (홍지동)",서울특별시 종로구 홍지동 69-18 종로시니어스타워
243,종로아이들극장,02-2088-4272,서울특별시 종로구 성균관로 91 국민생활관 신관,서울특별시 종로구 혜화동 1-21 국민생활관 
244,종로아이존,02-6395-7045,서울특별시 종로구 자하문로 89,서울특별시 종로구 신교동 66 종로구 장애인복지관 및 푸르메재활센터
245,종로장애인복지관,02-6395-7070,서울특별시 종로구 자하문로 89,서울특별시 종로구 신교동 66 종로구 장애인복지관 및 푸르메재활센터
246,종로장애인복지관,02-6395-7070,서울특별시 종로구 자하문로 89,서울특별시 종로구 신교동 66 종로구 장애인복지관 및 푸르메재활센터
247,종로장애인복지관,02-6395-7070,서울특별시 종로구 자하문로 89,서울특별시 종로구 신교동 66 종로구 장애인복지관 및 푸르메재활센터
248,종로청계힐스테이트아파트,02-929-0540,서울특별시 종로구 숭인동길 21,서울특별시 종로구 숭인동 766 종로청계힐스테이트
249,종묘광장,02-2148-4155,서울특별시 종로구 종로 157 ,서울특별시 종로구 훈정동 1-2 종묘공원
250,주)석하레저서울스포츠클럽,02-747-9000,서울특별시 종로구 김상옥로 29 (연지동),서울특별시 종로구 연지동 136-74 서울보증보험
251,중부교육지원청,02-708-6574,서울특별시 종로구 대학로 10 (효제동),서울특별시 종로구 효제동 255-22 중부교육청
252,중앙중학교,02-742-1323,서울특별시 종로구 창덕궁길 164 (계동),서울특별시 종로구 계동 1 중앙중학교
253,창경궁관리소,02-762-4868,서울특별시 종로구 창경궁로 185 ,서울특별시 종로구 와룡동 2-1 창경궁
254,창경궁관리소,02-762-4868,서울특별시 종로구 창경궁로 185 ,서울특별시 종로구 와룡동 2-1 창경궁
255,창경궁관리소,02-762-4868,서울특별시 종로구 창경궁로 185 ,서울특별시 종로구 와룡동 2-1 창경궁
256,창덕궁관리소,02-3668-2311,서울특별시 종로구 율곡로 99 (와룡동),서울특별시 종로구 와룡동 2-71 창덕궁
257,창덕궁관리소,02-3668-2311,서울특별시 종로구 율곡로 99 (와룡동),서울특별시 종로구 와룡동 2-71 창덕궁
258,창덕궁관리소,02-3668-2311,서울특별시 종로구 율곡로 99 (와룡동),서울특별시 종로구 와룡동 2-71 창덕궁
259,창신1동주민센터,02-2148-5393,서울특별시 종로구 지봉로 8-8,서울특별시 종로구 창신동 395-35
260,창신2동주민센터,02-2148-5393,서울특별시 종로구 창신길 62 ,서울특별시 종로구 창신동 583-3 창신제2동주민센터
261,창신3동주민센터,02-2148-5393,서울특별시 종로구 지봉로 87,서울특별시 종로구 창신동 23-816 창신3동주민센터
262,창신3동주민센터,02-2148-5393,서울특별시 종로구 지봉로 87,서울특별시 종로구 창신동 23-816 창신3동주민센터
263,창신두산아파트,02-763-7006,서울특별시 종로구 지봉로5길 7,서울특별시 종로구 창신동 232 두산아파트
264,창신두산아파트,02-763-7006,서울특별시 종로구 지봉로5길 7,서울특별시 종로구 창신동 232 두산아파트
265,창신두산아파트,02-763-7006,서울특별시 종로구 지봉로5길 7,서울특별시 종로구 창신동 232 두산아파트
266,창신역(6호선),02-6311-6371,"서울특별시 종로구 지봉로 지하 112, 6호선 창신역 (창신동)",서울특별시 종로구 창신동 20-8 6호선 창신역
267,창신파출소,02-763-4200,서울특별시 종로구 지봉로13길 20-12,서울특별시 종로구 창신동 23-875 창신파출소
268,청운문학도서관,070-46-8040,서울특별시 종로구 자하문로36길 40,서울특별시 종로구 청운동 4-20 청운동 한옥문학 도서관
269,청운양로원,02-379-9232,서울특별시 종로구 비봉길 76 ,서울특별시 종로구 구기동 216 청운양로원
270,청운중학교,02-737-0582,서울특별시 종로구 창의문로 51 (청운동),서울특별시 종로구 청운동 89-143 청운중학교
271,청운파출소,02-732-1055,서울특별시 종로구 자하문로 92-1,서울특별시 종로구 궁정동 12-1 청운파출소
272,청운현대아파트,02-732-9249,"서울특별시 종로구 자하문로33길 43 경비실 (청운동, 청운현대아파트)",서울특별시 종로구 청운동 56-45 청운현대아파트 
273,청운효자동북카페,02-2148-5014,서울특별시 종로구 자하문로 92 2층,서울특별시 종로구 궁정동 12-1 청운효자동주민센터 2층
274,청운효자동자치회관,02-2148-5012,서울특별시 종로구 자하문로19길 36 (옥인동),"서울특별시 종로구 옥인동 45-30 종로구보건소, 청운효자동자치회관"
275,청운효자동주민센터,02-2148-5003,서울특별시 종로구 자하문로 92 ,서울특별시 종로구 궁정동 12-1 청운효자동주민센터
276,청진파출소,02-732-1114,서울특별시 종로구 삼봉로 43 ,서울특별시 종로구 수송동 146-2 종로구청
277,청파도서관,02-765-1511,서울특별시 종로구 충신길 22,서울특별시 종로구 종로6가 11-1 중앙성결교회
278,탑골공원,02-2148-4144,서울특별시 종로구 종로 99 ,서울특별시 종로구 종로2가 38-1 탑골공원
279,통의파출소,02-732-1045,서울특별시 종로구  효자로 9,서울특별시 종로구 통의동 35-66 통의파출소
280,통일부,02-2100-5656,"서울특별시 종로구 세종대로 209 정부서울청사 6, 7층","서울특별시 종로구 세종로 77-6 정부서울청사 6,7층"
281,통일부,02-2100-5656,"서울특별시 종로구 세종대로 209 정부서울청사 6, 7층","서울특별시 종로구 세종로 77-6 정부서울청사 6,7층"
282,평창동시니어센터,02-391-7936,서울특별시 종로구 평창15길 10,서울특별시 종로구 평창동 553-5
283,평창동주민센터,02-2148-5123,서울특별시 종로구 평창문화로 65 ,서울특별시 종로구 평창동 186-9 평창동 주민센터
284,평창동주민센터,02-2148-5123,서울특별시 종로구 평창문화로 65 ,서울특별시 종로구 평창동 186-9 평창동 주민센터
285,평창파출소,02-379-6356,서울특별시 종로구 평창문화로 46,서울특별시 종로구 평창동 273-3 평창파출소
286,풍림스페이스본,02-737-3388,"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",서울특별시 종로구 사직동 9 광화문 풍림스페이스본
287,풍림스페이스본,02-737-3388,"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",서울특별시 종로구 사직동 9 광화문 풍림스페이스본
288,풍림스페이스본,02-737-3388,"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",서울특별시 종로구 사직동 9 광화문 풍림스페이스본
289,학산도서관,02-396-3916,서울특별시 종로구 평창34길 11,서울특별시 종로구 평창동 466-9
290,한국사회과학자료원,02-767-9504,서울특별시 종로구 인왕산로1길 25,서울특별시 종로구 사직동 304-28 한국사회과학자료원
291,한양도성박물관,02-724-0290,서울특별시 종로구 율곡로 283 3층,서울특별시 종로구 종로6가 70-6 서울디자인지원센터 3층
292,현대뜨레비앙,02-743-0413,서울특별시 종로구 돈화문로11가길 59 (익선동) 현대뜨레비앙,서울특별시 종로구 익선동 55 현대뜨레비앙
293,혜성이야기도서관,070-7578-7438,서울특별시 종로구 혜화로6길 80,서울특별시 종로구 혜화동 5-55 혜성교회
294,혜화경찰서,02-741-7000,서울특별시 종로구 창경궁로 112-16,서울특별시 종로구 인의동 48-57
295,혜화경찰서,02-741-7000,서울특별시 종로구 창경궁로 112-16,서울특별시 종로구 인의동 48-57
296,혜화경찰서,02-741-7000,서울특별시 종로구 창경궁로 112-16,서울특별시 종로구 인의동 48-57
297,혜화경찰서,02-741-7000,서울특별시 종로구 창경궁로 112-16,서울특별시 종로구 인의동 48-57
298,혜화동주민센터,02-2148-5333,서울특별시 종로구 혜화로 12 ,서울특별시 종로구 혜화동 74-30 혜화동주민센터
299,혜화역(4호선),02-6110-4201,서울특별시 종로구 대학로 120,서울특별시 종로구 동숭동 1-27
300,혜화파출소,02-762-0811,서울특별시 종로구 창경궁로 279,서울특별시 종로구 혜화동 92-1 혜화파출소
301,황학정국궁전시관,02-722-1600,서울특별시 종로구 사직로9길 15-32 황학정 국궁전시관,서울특별시 종로구 사직동 산1-1 
302,효제파출소,02-762-8485,서울특별시 종로구 종로41나길 24-6,서울특별시 종로구 종로6가 238-16 서울혜화경찰서 효제파출소
